rate_date,id,currency_code,rate
2017-09-13,379229,USD,3.562700
2017-09-14,379230,USD,3.598400
2017-09-15,379231,USD,3.586300
2017-09-18,379232,USD,3.588100
2017-09-19,379233,USD,3.582100
2017-09-20,379234,USD,3.561900
2017-09-21,379235,USD,3.597500
2017-09-22,379236,USD,3.565100
2017-09-25,379237,USD,3.586600
2017-09-26,379238,USD,3.623400
2017-09-27,379239,USD,3.665000
2017-09-28,379240,USD,3.668200
2017-09-29,379241,USD,3.651900
2017-10-02,379242,USD,3.672600
2017-10-03,379243,USD,3.673700
2017-10-04,379244,USD,3.659700
2017-10-05,379245,USD,3.650200
2017-10-06,379246,USD,3.679900
2017-10-09,379247,USD,3.674300
2017-10-10,379248,USD,3.646800
2017-10-11,379249,USD,3.621900
2017-10-12,379250,USD,3.600000
2017-10-13,379251,USD,3.601000
2017-10-16,379252,USD,3.600400
2017-10-17,379253,USD,3.596400
2017-10-18,379254,USD,3.600600
2017-10-19,379255,USD,3.589600
2017-10-20,379256,USD,3.596600
2017-10-23,379257,USD,3.606100
2017-10-24,379258,USD,3.603100
2017-10-25,379259,USD,3.600600
2017-10-26,379260,USD,3.593900
2017-10-27,379261,USD,3.656800
2017-10-30,379262,USD,3.643000
2017-10-31,379263,USD,3.652900
2017-11-02,379264,USD,3.636600
2017-11-03,379265,USD,3.640800
2017-11-06,379266,USD,3.658500
2017-11-07,379267,USD,3.665200
2017-11-08,379268,USD,3.659500
2017-11-09,379269,USD,3.646600
2017-11-10,379270,USD,3.627400
2017-11-13,379271,USD,3.638200
2017-11-14,379272,USD,3.612600
2017-11-15,379273,USD,3.588600
2017-11-16,379274,USD,3.595800
2017-11-17,379275,USD,3.596500
2017-11-20,379276,USD,3.590900
2017-11-21,379277,USD,3.606000
2017-11-22,379278,USD,3.588100
2017-11-23,379279,USD,3.555700
2017-11-24,379280,USD,3.548600
2017-11-27,379281,USD,3.527600
2017-11-28,379282,USD,3.538200
2017-11-29,379283,USD,3.538500
2017-11-30,379284,USD,3.554300
2017-12-01,379285,USD,3.535200
2017-12-04,379286,USD,3.549900
2017-12-05,379287,USD,3.545400
2017-12-06,379288,USD,3.565300
2017-12-07,379289,USD,3.572200
2017-12-08,379290,USD,3.580800
2017-12-11,379291,USD,3.563300
2017-12-12,379292,USD,3.570800
2017-12-13,379293,USD,3.588000
2017-12-14,379294,USD,3.571600
2017-12-15,379295,USD,3.578600
2017-12-18,379296,USD,3.574000
2017-12-19,379297,USD,3.558300
2017-12-20,379298,USD,3.545900
2017-12-21,379299,USD,3.536900
2017-12-22,379300,USD,3.539300
2017-12-27,379301,USD,3.525300
2017-12-28,379302,USD,3.504600
2017-12-29,379303,USD,3.481300
2018-01-02,379304,USD,3.454600
2018-01-03,379305,USD,3.461600
2018-01-04,379306,USD,3.447200
2018-01-05,379307,USD,3.448800
2018-01-08,379308,USD,3.473500
2018-01-09,379309,USD,3.499200
2018-01-10,379310,USD,3.499900
2018-01-11,379311,USD,3.495000
2018-01-12,379312,USD,3.436600
2018-01-15,379313,USD,3.401000
2018-01-16,379314,USD,3.419000
2018-01-17,379315,USD,3.410900
2018-01-18,379316,USD,3.410800
2018-01-19,379317,USD,3.399400
2018-01-22,379318,USD,3.403600
2018-01-23,379319,USD,3.408400
2018-01-24,379320,USD,3.375000
2018-01-25,379321,USD,3.337600
2018-01-26,379322,USD,3.329900
2018-01-29,379323,USD,3.337500
2018-01-30,379324,USD,3.344200
2018-01-31,379325,USD,3.331800
2018-02-01,379326,USD,3.334600
2018-02-02,379327,USD,3.332900
2018-02-05,379328,USD,3.337500
2018-02-06,379329,USD,3.349800
2018-02-07,379330,USD,3.367700
2018-02-08,379331,USD,3.411900
2018-02-09,379332,USD,3.426300
2018-02-12,379333,USD,3.412200
2018-02-13,379334,USD,3.391600
2018-02-14,379335,USD,3.376900
2018-02-15,379336,USD,3.325900
2018-02-16,379337,USD,3.317300
2018-02-19,379338,USD,3.341100
2018-02-20,379339,USD,3.359700
2018-02-21,379340,USD,3.369700
2018-02-22,379341,USD,3.400900
2018-02-23,379342,USD,3.391100
2018-02-26,379343,USD,3.379900
2018-02-27,379344,USD,3.381600
2018-02-28,379345,USD,3.418800
2018-03-01,379346,USD,3.435600
2018-03-02,379347,USD,3.420000
2018-03-05,379348,USD,3.399500
2018-03-06,379349,USD,3.393600
2018-03-07,379350,USD,3.374400
2018-03-08,379351,USD,3.393500
2018-03-09,379352,USD,3.413200
2018-03-12,379353,USD,3.406600
2018-03-13,379354,USD,3.414300
2018-03-14,379355,USD,3.405500
2018-03-15,379356,USD,3.411700
2018-03-16,379357,USD,3.421400
2018-03-19,379358,USD,3.434100
2018-03-20,379359,USD,3.429600
2018-03-21,379360,USD,3.454400
2018-03-22,379361,USD,3.426400
2018-03-23,379362,USD,3.431900
2018-03-26,379363,USD,3.414500
2018-03-27,379364,USD,3.392100
2018-03-28,379365,USD,3.395600
2018-03-29,379366,USD,3.420100
2018-03-30,379367,USD,3.413900
2018-04-03,379368,USD,3.417700
2018-04-04,379369,USD,3.422400
2018-04-05,379370,USD,3.430100
2018-04-06,379371,USD,3.431500
2018-04-09,379372,USD,3.417400
2018-04-10,379373,USD,3.406800
2018-04-11,379374,USD,3.385900
2018-04-12,379375,USD,3.392400
2018-04-13,379376,USD,3.386200
2018-04-16,379377,USD,3.366600
2018-04-17,379378,USD,3.357200
2018-04-18,379379,USD,3.372100
2018-04-19,379380,USD,3.369300
2018-04-20,379381,USD,3.388100
2018-04-23,379382,USD,3.415600
2018-04-24,379383,USD,3.440100
2018-04-25,379384,USD,3.454800
2018-04-26,379385,USD,3.482700
2018-04-27,379386,USD,3.500300
2018-04-30,379387,USD,3.486800
2018-05-02,379388,USD,3.556300
2018-05-04,379389,USD,3.575400
2018-05-07,379390,USD,3.563400
2018-05-08,379391,USD,3.588400
2018-05-09,379392,USD,3.609000
2018-05-10,379393,USD,3.577300
2018-05-11,379394,USD,3.570800
2018-05-14,379395,USD,3.555800
2018-05-15,379396,USD,3.593100
2018-05-16,379397,USD,3.624100
2018-05-17,379398,USD,3.628300
2018-05-18,379399,USD,3.638500
2018-05-21,379400,USD,3.661500
2018-05-22,379401,USD,3.625200
2018-05-23,379402,USD,3.669300
2018-05-24,379403,USD,3.659000
2018-05-25,379404,USD,3.668600
2018-05-28,379405,USD,3.684900
2018-05-29,379406,USD,3.729900
2018-05-30,379407,USD,3.720000
2018-06-01,379408,USD,3.693400
2018-06-04,379409,USD,3.666500
2018-06-05,379410,USD,3.656900
2018-06-06,379411,USD,3.647000
2018-06-07,379412,USD,3.606200
2018-06-08,379413,USD,3.647900
2018-06-11,379414,USD,3.624700
2018-06-12,379415,USD,3.627100
2018-06-13,379416,USD,3.646100
2018-06-14,379417,USD,3.615500
2018-06-15,379418,USD,3.692200
2018-06-18,379419,USD,3.700300
2018-06-19,379420,USD,3.731600
2018-06-20,379421,USD,3.735200
2018-06-21,379422,USD,3.760700
2018-06-22,379423,USD,3.697700
2018-06-25,379424,USD,3.708700
2018-06-26,379425,USD,3.715100
2018-06-27,379426,USD,3.735100
2018-06-28,379427,USD,3.770500
2018-06-29,379428,USD,3.744000
2018-07-02,379429,USD,3.770300
2018-07-03,379430,USD,3.772300
2018-07-04,379431,USD,3.775900
2018-07-05,379432,USD,3.748500
2018-07-06,379433,USD,3.722200
2018-07-09,379434,USD,3.685000
2018-07-10,379435,USD,3.697300
2018-07-11,379436,USD,3.700000
2018-07-12,379437,USD,3.705500
2018-07-13,379438,USD,3.724400
2018-07-16,379439,USD,3.682800
2018-07-17,379440,USD,3.661900
2018-07-18,379441,USD,3.703100
2018-07-19,379442,USD,3.716300
2018-07-20,379443,USD,3.717000
2018-07-23,379444,USD,3.695700
2018-07-24,379445,USD,3.702000
2018-07-25,379446,USD,3.679300
2018-07-26,379447,USD,3.664900
2018-07-27,379448,USD,3.693700
2018-07-30,379449,USD,3.668400
2018-07-31,379450,USD,3.648100
2018-08-01,379451,USD,3.660300
2018-08-02,379452,USD,3.678300
2018-08-03,379453,USD,3.692600
2018-08-06,379454,USD,3.692000
2018-08-07,379455,USD,3.672200
2018-08-08,379456,USD,3.678200
2018-08-09,379457,USD,3.684600
2018-08-10,379458,USD,3.748100
2018-08-13,379459,USD,3.786200
2018-08-14,379460,USD,3.776800
2018-08-16,379461,USD,3.787100
2018-08-17,379462,USD,3.778400
2018-08-20,379463,USD,3.769500
2018-08-21,379464,USD,3.737500
2018-08-22,379465,USD,3.710400
2018-08-23,379466,USD,3.706900
2018-08-24,379467,USD,3.701400
2018-08-27,379468,USD,3.682000
2018-08-28,379469,USD,3.654800
2018-08-29,379470,USD,3.674700
2018-08-30,379471,USD,3.672400
2018-08-31,379472,USD,3.680800
2018-09-03,379473,USD,3.699100
2018-09-04,379474,USD,3.724100
2018-09-05,379475,USD,3.733000
2018-09-06,379476,USD,3.714300
2018-09-07,379477,USD,3.699500
2018-09-10,379478,USD,3.728300
2018-09-11,379479,USD,3.708700
2018-09-12,379480,USD,3.719800
2018-09-13,379481,USD,3.713000
2018-09-14,379482,USD,3.681700
2018-09-17,379483,USD,3.687600
2018-09-18,379484,USD,3.681700
2018-09-19,379485,USD,3.668500
2018-09-20,379486,USD,3.670200
2018-09-21,379487,USD,3.640200
2018-09-24,379488,USD,3.662000
2018-09-25,379489,USD,3.651100
2018-09-26,379490,USD,3.643000
2018-09-27,379491,USD,3.655700
2018-09-28,379492,USD,3.675400
2018-10-01,379493,USD,3.686700
2018-10-02,379494,USD,3.732600
2018-10-03,379495,USD,3.710300
2018-10-04,379496,USD,3.751200
2018-10-05,379497,USD,3.751800
2018-10-08,379498,USD,3.757400
2018-10-09,379499,USD,3.762900
2018-10-10,379500,USD,3.750700
2018-10-11,379501,USD,3.739900
2018-10-12,379502,USD,3.713000
2018-10-15,379503,USD,3.709100
2018-10-16,379504,USD,3.703600
2018-10-17,379505,USD,3.712300
2018-10-18,379506,USD,3.730200
2018-10-19,379507,USD,3.760100
2018-10-22,379508,USD,3.727300
2018-10-23,379509,USD,3.748500
2018-10-24,379510,USD,3.769800
2018-10-25,379511,USD,3.779600
2018-10-26,379512,USD,3.789900
2018-10-29,379513,USD,3.793000
2018-10-30,379514,USD,3.806200
2018-10-31,379515,USD,3.820300
2018-11-02,379516,USD,3.780400
2018-11-05,379517,USD,3.790700
2018-11-06,379518,USD,3.780200
2018-11-07,379519,USD,3.739800
2018-11-08,379520,USD,3.759900
2018-11-09,379521,USD,3.783800
2018-11-12,379522,USD,3.816300
2018-11-13,379523,USD,3.826800
2018-11-14,379524,USD,3.811400
2018-11-15,379525,USD,3.807400
2018-11-16,379526,USD,3.787600
2018-11-19,379527,USD,3.784000
2018-11-20,379528,USD,3.790000
2018-11-21,379529,USD,3.782900
2018-11-22,379530,USD,3.776400
2018-11-23,379531,USD,3.777900
2018-11-26,379532,USD,3.770100
2018-11-27,379533,USD,3.794800
2018-11-28,379534,USD,3.811400
2018-11-29,379535,USD,3.772800
2018-11-30,379536,USD,3.773100
2018-12-03,379537,USD,3.767200
2018-12-04,379538,USD,3.751600
2018-12-05,379539,USD,3.783200
2018-12-06,379540,USD,3.784400
2018-12-07,379541,USD,3.769400
2018-12-10,379542,USD,3.760000
2018-12-11,379543,USD,3.776300
2018-12-12,379544,USD,3.793400
2018-12-13,379545,USD,3.773900
2018-12-14,379546,USD,3.809500
2018-12-17,379547,USD,3.787100
2018-12-18,379548,USD,3.766800
2018-12-19,379549,USD,3.761900
2018-12-20,379550,USD,3.733100
2018-12-21,379551,USD,3.752800
2018-12-24,379552,USD,3.758800
2018-12-27,379553,USD,3.761600
2018-12-28,379554,USD,3.755000
2018-12-31,379555,USD,3.759700
2019-01-02,379556,USD,3.761900
2019-01-03,379557,USD,3.782700
2019-01-04,379558,USD,3.772000
2019-01-07,379559,USD,3.757500
2019-01-08,379560,USD,3.755900
2019-01-09,379561,USD,3.750900
2019-01-10,379562,USD,3.736000
2019-01-11,379563,USD,3.728900
2019-01-14,379564,USD,3.745800
2019-01-15,379565,USD,3.754200
2019-01-16,379566,USD,3.761900
2019-01-17,379567,USD,3.761500
2019-01-18,379568,USD,3.769400
2019-01-21,379569,USD,3.775100
2019-01-22,379570,USD,3.772700
2019-01-23,379571,USD,3.774700
2019-01-24,379572,USD,3.784400
2019-01-25,379573,USD,3.789300
2019-01-28,379574,USD,3.759200
2019-01-29,379575,USD,3.756300
2019-01-30,379576,USD,3.757700
2019-01-31,379577,USD,3.727100
2019-02-01,379578,USD,3.724300
2019-02-04,379579,USD,3.740800
2019-02-05,379580,USD,3.754200
2019-02-06,379581,USD,3.770600
2019-02-07,379582,USD,3.791900
2019-02-08,379583,USD,3.804000
2019-02-11,379584,USD,3.819000
2019-02-12,379585,USD,3.838000
2019-02-13,379586,USD,3.826100
2019-02-14,379587,USD,3.851600
2019-02-15,379588,USD,3.832600
2019-02-18,379589,USD,3.828600
2019-02-19,379590,USD,3.831100
2019-02-20,379591,USD,3.822100
2019-02-21,379592,USD,3.824700
2019-02-22,379593,USD,3.824200
2019-02-25,379594,USD,3.824100
2019-02-26,379595,USD,3.812400
2019-02-27,379596,USD,3.788600
2019-02-28,379597,USD,3.785300
2019-03-01,379598,USD,3.792000
2019-03-04,379599,USD,3.789300
2019-03-05,379600,USD,3.797700
2019-03-06,379601,USD,3.803800
2019-03-07,379602,USD,3.803800
2019-03-08,379603,USD,3.840900
2019-03-11,379604,USD,3.819900
2019-03-12,379605,USD,3.811600
2019-03-13,379606,USD,3.807700
2019-03-14,379607,USD,3.801800
2019-03-15,379608,USD,3.801400
2019-03-18,379609,USD,3.787600
2019-03-19,379610,USD,3.782300
2019-03-20,379611,USD,3.776700
2019-03-21,379612,USD,3.758100
2019-03-22,379613,USD,3.794800
2019-03-25,379614,USD,3.796600
2019-03-26,379615,USD,3.796900
2019-03-27,379616,USD,3.811300
2019-03-28,379617,USD,3.820200
2019-03-29,379618,USD,3.836500
2019-04-01,379619,USD,3.826700
2019-04-02,379620,USD,3.840300
2019-04-03,379621,USD,3.819200
2019-04-04,379622,USD,3.821500
2019-04-05,379623,USD,3.821500
2019-04-08,379624,USD,3.818800
2019-04-09,379625,USD,3.800300
2019-04-10,379626,USD,3.802300
2019-04-11,379627,USD,3.796400
2019-04-12,379628,USD,3.789900
2019-04-15,379629,USD,3.778900
2019-04-16,379630,USD,3.780200
2019-04-17,379631,USD,3.777800
2019-04-18,379632,USD,3.800200
2019-04-19,379633,USD,3.805100
2019-04-23,379634,USD,3.811800
2019-04-24,379635,USD,3.822900
2019-04-25,379636,USD,3.853700
2019-04-26,379637,USD,3.850800
2019-04-29,379638,USD,3.846800
2019-04-30,379639,USD,3.829100
2019-05-02,379640,USD,3.817700
2019-05-06,379641,USD,3.831300
2019-05-07,379642,USD,3.827800
2019-05-08,379643,USD,3.832500
2019-05-09,379644,USD,3.841000
2019-05-10,379645,USD,3.824200
2019-05-13,379646,USD,3.832100
2019-05-14,379647,USD,3.832300
2019-05-15,379648,USD,3.845700
2019-05-16,379649,USD,3.825900
2019-05-17,379650,USD,3.854500
2019-05-20,379651,USD,3.854300
2019-05-21,379652,USD,3.862500
2019-05-22,379653,USD,3.862000
2019-05-23,379654,USD,3.869600
2019-05-24,379655,USD,3.843600
2019-05-27,379656,USD,3.837400
2019-05-28,379657,USD,3.838600
2019-05-29,379658,USD,3.855400
2019-05-30,379659,USD,3.854800
2019-05-31,379660,USD,3.849800
2019-06-03,379661,USD,3.829200
2019-06-04,379662,USD,3.804100
2019-06-05,379663,USD,3.792900
2019-06-06,379664,USD,3.806500
2019-06-07,379665,USD,3.795800
2019-06-10,379666,USD,3.774500
2019-06-11,379667,USD,3.772200
2019-06-12,379668,USD,3.763000
2019-06-13,379669,USD,3.773600
2019-06-14,379670,USD,3.772700
2019-06-17,379671,USD,3.798900
2019-06-18,379672,USD,3.809700
2019-06-19,379673,USD,3.810400
2019-06-21,379674,USD,3.770500
2019-06-24,379675,USD,3.736000
2019-06-25,379676,USD,3.737600
2019-06-26,379677,USD,3.754000
2019-06-27,379678,USD,3.742600
2019-06-28,379679,USD,3.733600
2019-07-01,379680,USD,3.743000
2019-07-02,379681,USD,3.759300
2019-07-03,379682,USD,3.759600
2019-07-04,379683,USD,3.761800
2019-07-05,379684,USD,3.768900
2019-07-08,379685,USD,3.785700
2019-07-09,379686,USD,3.807400
2019-07-10,379687,USD,3.806600
2019-07-11,379688,USD,3.785900
2019-07-12,379689,USD,3.788900
2019-07-15,379690,USD,3.785600
2019-07-16,379691,USD,3.786700
2019-07-17,379692,USD,3.803800
2019-07-18,379693,USD,3.793300
2019-07-19,379694,USD,3.785500
2019-07-22,379695,USD,3.786900
2019-07-23,379696,USD,3.799700
2019-07-24,379697,USD,3.822900
2019-07-25,379698,USD,3.819900
2019-07-26,379699,USD,3.829600
2019-07-29,379700,USD,3.845300
2019-07-30,379701,USD,3.849300
2019-07-31,379702,USD,3.850400
2019-08-01,379703,USD,3.886000
2019-08-02,379704,USD,3.882900
2019-08-05,379705,USD,3.873900
2019-08-06,379706,USD,3.848200
2019-08-07,379707,USD,3.859700
2019-08-08,379708,USD,3.853800
2019-08-09,379709,USD,3.861300
2019-08-12,379710,USD,3.871100
2019-08-13,379711,USD,3.871400
2019-08-14,379712,USD,3.889000
2019-08-16,379713,USD,3.928100
2019-08-19,379714,USD,3.919900
2019-08-20,379715,USD,3.940800
2019-08-21,379716,USD,3.921000
2019-08-22,379717,USD,3.933700
2019-08-23,379718,USD,3.937100
2019-08-26,379719,USD,3.933500
2019-08-27,379720,USD,3.930900
2019-08-28,379721,USD,3.954800
2019-08-29,379722,USD,3.958600
2019-08-30,379723,USD,3.971700
2019-09-02,379724,USD,3.981900
2019-09-03,379725,USD,3.988200
2019-09-04,379726,USD,3.941400
2019-09-05,379727,USD,3.933000
2019-09-06,379728,USD,3.931500
2019-09-09,379729,USD,3.931000
2019-09-10,379730,USD,3.927300
2019-09-11,379731,USD,3.932400
2019-09-12,379732,USD,3.936200
2019-09-13,379733,USD,3.912000
2019-09-16,379734,USD,3.911600
2019-09-17,379735,USD,3.941200
2019-09-18,379736,USD,3.932200
2019-09-19,379737,USD,3.926700
2019-09-20,379738,USD,3.931900
2019-09-23,379739,USD,3.998300
2019-09-24,379740,USD,3.983800
2019-09-25,379741,USD,3.985600
2019-09-26,379742,USD,4.009200
2019-09-27,379743,USD,4.015400
2019-09-30,379744,USD,4.000000
2019-10-01,379745,USD,4.014700
2019-10-02,379746,USD,4.015200
2019-10-03,379747,USD,3.965200
2019-10-04,379748,USD,3.946900
2019-10-07,379749,USD,3.949800
2019-10-08,379750,USD,3.940500
2019-10-09,379751,USD,3.938200
2019-10-10,379752,USD,3.922600
2019-10-11,379753,USD,3.914500
2019-10-14,379754,USD,3.895800
2019-10-15,379755,USD,3.895200
2019-10-16,379756,USD,3.893400
2019-10-17,379757,USD,3.863800
2019-10-18,379758,USD,3.850300
2019-10-21,379759,USD,3.830700
2019-10-22,379760,USD,3.840800
2019-10-23,379761,USD,3.847300
2019-10-24,379762,USD,3.844800
2019-10-25,379763,USD,3.845200
2019-10-28,379764,USD,3.852900
2019-10-29,379765,USD,3.859800
2019-10-30,379766,USD,3.838800
2019-10-31,379767,USD,3.817400
2019-11-04,379768,USD,3.809900
2019-11-05,379769,USD,3.830800
2019-11-06,379770,USD,3.849700
2019-11-07,379771,USD,3.850200
2019-11-08,379772,USD,3.862500
2019-11-12,379773,USD,3.878000
2019-11-13,379774,USD,3.890200
2019-11-14,379775,USD,3.901100
2019-11-15,379776,USD,3.884800
2019-11-18,379777,USD,3.876700
2019-11-19,379778,USD,3.878600
2019-11-20,379779,USD,3.879200
2019-11-21,379780,USD,3.873700
2019-11-22,379781,USD,3.885300
2019-11-25,379782,USD,3.903600
2019-11-26,379783,USD,3.903900
2019-11-27,379784,USD,3.915400
2019-11-28,379785,USD,3.925200
2019-11-29,379786,USD,3.928800
2019-12-02,379787,USD,3.904700
2019-12-03,379788,USD,3.870600
2019-12-04,379789,USD,3.864700
2019-12-05,379790,USD,3.856600
2019-12-06,379791,USD,3.850000
2019-12-09,379792,USD,3.870400
2019-12-10,379793,USD,3.871100
2019-12-11,379794,USD,3.866000
2019-12-12,379795,USD,3.850500
2019-12-13,379796,USD,3.823400
2019-12-16,379797,USD,3.831100
2019-12-17,379798,USD,3.821100
2019-12-18,379799,USD,3.830200
2019-12-19,379800,USD,3.828100
2019-12-20,379801,USD,3.831100
2019-12-23,379802,USD,3.839400
2019-12-24,379803,USD,3.848700
2019-12-27,379804,USD,3.826600
2019-12-30,379805,USD,3.802700
2019-12-31,379806,USD,3.797700
2026-01-26,398417,USD,3.549900
2026-01-27,398564,USD,3.535400
2026-01-28,398711,USD,3.504500
2026-01-29,398858,USD,3.518900
